Participant ID,Video file,Gloss,ASL-LEX Code
P31,3594639642396176-MOTHER.mp4,MOTHER,B_02_008
P31,471989329683155-SLOW.mp4,SLOW,B_02_041
P31,22790289140952047-BROTHER.mp4,BROTHER,B_01_065
P31,6337283569057566-PEOPLE.mp4,PEOPLE,C_01_009
P31,06629654284959208-FINISH.mp4,FINISH,B_03_025
P31,2537413388049783-BORED.mp4,BORED1,B_01_017
P31,5088051624336825-GOOD.mp4,GOOD,B_01_052
P31,22509831535531588-LEARN.mp4,LEARN,B_01_042
P31,2305277448085148-MAN.mp4,MAN,C_01_040
P31,7243206978076484-FEEL.mp4,FEEL,C_02_001
P31,9117047483562963-PLEASE.mp4,PLEASE,B_02_007
P31,9317687529080529-WHERE.mp4,WHERE,B_02_035
P31,7640530642772754-FINE.mp4,FINE1,C_01_043
P31,7213248453404937-MORE.mp4,MORE,B_03_032
P31,26247646289058424-HARD.mp4,HARD,C_01_036
P31,566327103640174-TIME.mp4,TIME,B_02_080
P31,028806526364878682-YEAR.mp4,YEAR,B_02_015
P31,9535426106915468-WHICH.mp4,WHICH,B_01_088
P31,8661268196723311-WHO.mp4,WHO,C_01_041
P31,30759668963891773-MAYBE.mp4,MAYBE,B_03_022
P31,7743830371689544-NAME.mp4,NAME,D_01_021
P31,10953401131792706-WHY.mp4,WHY,D_01_067
P31,11225598264242453-HELLO.mp4,HELLO,D_02_055
P31,6191553425770482-WHEN.mp4,WHEN,C_03_086
P31,8163927369729056-LATER.mp4,LATER,D_01_077
P31,2775935043696396-YOU.mp4,YOU,D_02_065
P29,5457979445491012-LEARN.mp4,LEARN,B_01_042
P29,10385058399783764-MAN.mp4,MAN,C_01_040
P29,09488702358853462-FEEL.mp4,FEEL,C_02_001
P31,3717896319825944-BIG.mp4,BIG,F_02_054
P29,8801721942460268-PLEASE.mp4,PLEASE,B_02_007
P29,5985508360496106-WHERE.mp4,WHERE,B_02_035
P31,8882151630852417-NEED.mp4,NEED,C_02_034
P31,9903010368188014-NOW.mp4,NOW,C_03_062
P31,9622466467630577-TELL.mp4,TELL,C_02_013
P29,3947368501065438-FINE.mp4,FINE1,C_01_043
P31,9862201336212995-YESTERDAY.mp4,YESTERDAY,D_01_024
P31,01379619951634381-NO.mp4,NO,C_03_041
P31,5741118616274716-GIRL.mp4,GIRL,C_03_073
P29,8116309886717166-MORE.mp4,MORE,B_03_032
P31,9412999738790802-EASY.mp4,EASY,D_01_070
P31,8496754012096677-SCHOOL.mp4,SCHOOL,C_03_089
P29,9992416801369071-HARD.mp4,HARD,C_01_036
P29,3521379034117642-TIME.mp4,TIME,B_02_080
P31,6851909585608895-MEET.mp4,MEET,D_02_018
P29,9417609246035323-YEAR.mp4,YEAR,B_02_015
P31,002814626086696137-FRIEND.mp4,FRIEND,D_03_010
P29,354310345503982-WHICH.mp4,WHICH,B_01_088
P29,6013608694688473-WHO.mp4,WHO,C_01_041
P31,5473593468641376-CAR.mp4,CAR,D_02_043
P29,9412306887603408-MAYBE.mp4,MAYBE,B_03_022
P31,516342335411355-BYE.mp4,BYE,E_01_058
P31,6758214136793552-BUSY.mp4,BUSY,E_02_040
P29,5949494391929417-NAME.mp4,NAME,D_01_021
P29,2565336440424879-WHY.mp4,WHY,D_01_067
P29,1340650432799635-HELLO.mp4,HELLO,D_02_055
P27,5148839477289167-WANT 2.mp4,WANT1,E_01_025
P31,5770462994666947-BOOK.mp4,BOOK,A_01_027
P27,56137668352089-TODAY.mp4,TODAY,E_02_006
P31,5083805087745334-FATHER.mp4,FATHER,B_01_077
P31,801580215278554-FAMILY.mp4,FAMILY,C_01_025
P31,675487631009581-SORRY.mp4,SORRY,C_01_020
P31,9507779782999788-DAY.mp4,DAY,C_01_044
P31,01552866889314064-HUNGRY.mp4,HUNGRY,C_01_010
P27,9688429701540122-DOCTOR 2.mp4,DOCTOR2,K_03_015
P27,5761343095959279-MONEY 2.mp4,MONEY2,K_01_104
P27,039961169092803894-REMEMBER.mp4,REMEMBER2,C_02_014
P27,24962171644696074-SEE.mp4,SEE,C_02_030
P27,22558290436289408-NEVER.mp4,NEVER,C_02_079
P27,0756193896626629-GIVE.mp4,GIVE,F_01_023
P31,274897834577152-THANK YOU.mp4,THANKYOU,H_02_053
P31,7010344203418433-STUDENT.mp4,STUDENT,A_02_012
P31,8537861520553731-MONTH.mp4,MONTH,A_01_073
P31,6643964303284857-COMPUTER.mp4,COMPUTER,A_01_054
P31,9729471184825813-TEACHER.mp4,TEACHER,A_02_033
P31,6475011403601416-WANT 2.mp4,WANT1,E_01_025
P31,11760118959885424-TODAY.mp4,TODAY,E_02_006
P25,14991994807763365-WANT 2.mp4,WANT1,E_01_025
P30,8875455643818173-STUDY.mp4,STUDY,G_01_090
P29,4190251970265011-STUDY.mp4,STUDY,G_01_090
P29,5794550947424917-CITY 2.mp4,CITY2,K_02_076
P29,8354410716389704-GO.mp4,GO,C_03_056
P29,7962669167520577-ALL.mp4,ALL,C_03_088
P29,4657020083869885-HOW.mp4,HOW1,D_02_082
P29,17831982285503667-BABY 2.mp4,BABY2,K_01_042
P33,9323264704731735-HEAR 2.mp4,HEAR2,J_02_006
P33,7455313442614018-FAST.mp4,FAST,C_03_016
P33,6922819981617203-STOP.mp4,STOP,D_01_010
P33,16629744901108845-THINK.mp4,THINK,C_03_053
P33,49787709398675717-SMALL.mp4,SMALL,D_01_030
P33,600407709572452-WHAT 2.mp4,WHAT1,D_02_094
P33,45086844658479186-FEW.mp4,FEW,C_02_067
P33,2343937865654191-COUNTRY.mp4,COUNTRY,C_03_058
P33,055732368427704904-COME.mp4,COME,C_03_074
P33,39100553497986446-WRITE.mp4,WRITE,D_01_051
P33,08200157733778402-BUY.mp4,BUY,D_03_074
P33,5528354956623245-HATE.mp4,HATE,F_02_078
P33,9629943991422294-HOT.mp4,HOT,F_02_093
P33,23965453401894954-OK.mp4,OK,F_03_080
P33,5610991690723652-TAKE.mp4,TAKE,G_01_093
P33,4343241095939201-TOMORROW.mp4,TOMORROW,F_02_040
P33,050364485120873326-YES.mp4,YES,G_03_074
P33,13921278418525418-ALWAYS.mp4,ALWAYS,J_03_076
P33,7227268652209338-WOMAN 2.mp4,WOMAN2,K_01_101
P33,18972692322051077-DRINK 2.mp4,DRINK2,K_03_092
P33,6665711994404717-BOY.mp4,BOY,B_02_090
P33,29583483206366723-SISTER.mp4,SISTER,D_03_050
P33,214143352672429-HAPPY.mp4,HAPPY,C_03_078
P33,31477726769914227-EAT.mp4,EAT1,B_02_002
P33,8543628437567765-COLD.mp4,COLD,C_02_068
P33,7290227249431431-YOUR.mp4,YOUR,F_01_052
P33,5558132949950849-DIFFERENT.mp4,DIFFERENT,E_03_095
P33,5647278660152211-WELCOME 2.mp4,WELCOME1,
P33,71363394216049-HE.mp4,HE,F_02_044
P33,9457188046017566-BROTHER.mp4,BROTHER,B_01_065
P33,5845121089874201-WHEN.mp4,WHEN,C_03_086
P33,5577314224715189-LATER.mp4,LATER,D_01_077
P33,9739021665350334-YOU.mp4,YOU,D_02_065
P33,11499358307656138-BIG.mp4,BIG,F_02_054
P33,9929708042498271-NICE.mp4,NICE,G_03_059
P33,5641210498834153-WE.mp4,WE,G_03_019
P33,374824970052654-BYE.mp4,BYE,E_01_058
P33,7450245594574576-BUSY.mp4,BUSY,E_02_040
P33,6630595446275149-LIKE.mp4,LIKE,F_03_063
P33,6172830148886315-THEY.mp4,THEY1,F_02_103
P33,32116322919490337-EVERYTHING.mp4,EVERYTHING,F_03_084
P33,21073681714343873-CITY 2.mp4,CITY2,K_02_076
P33,7813105619399183-GO.mp4,GO,C_03_056
P33,9449592378441061-ALL.mp4,ALL,C_03_088
P33,6445699135022072-HOW.mp4,HOW1,D_02_082
P33,6052243445762975-BABY 2.mp4,BABY2,K_01_042
P33,5784050623538712-DOCTOR 2.mp4,DOCTOR2,K_03_015
P33,15145806566222886-MONEY 2.mp4,MONEY2,K_01_104
P33,29380938622729746-REMEMBER.mp4,REMEMBER2,C_02_014
P33,6589458102490988-SEE.mp4,SEE,C_02_030
P33,7907426867054299-NEVER.mp4,NEVER,C_02_079
P33,8691068748116906-GIVE.mp4,GIVE,F_01_023
P33,5240684251499979-NIGHT.mp4,NIGHT1,A_01_003
P33,11275273156810672-BOOK.mp4,BOOK,A_01_027
P33,8849980218955149-MOTHER.mp4,MOTHER,B_02_008
P33,6807721986834827-SLOW.mp4,SLOW,B_02_041
P33,1012449329906624-PEOPLE.mp4,PEOPLE,C_01_009
P33,31530402742819374-FINISH.mp4,FINISH,B_03_025
P33,8247913651486547-FATHER.mp4,FATHER,B_01_077
P33,24482553688438768-FAMILY.mp4,FAMILY,C_01_025
P33,7662883760067802-SORRY.mp4,SORRY,C_01_020
P33,38496706091783506-DAY.mp4,DAY,C_01_044
P33,3850535672895874-HUNGRY.mp4,HUNGRY,C_01_010
P33,44602682911359004-BORED.mp4,BORED1,B_01_017
P33,27179636245697747-GOOD.mp4,GOOD,B_01_052
P33,30110588558485074-LEARN.mp4,LEARN,B_01_042
P33,9106045059190033-MAN.mp4,MAN,C_01_040
P33,9371703021423372-FEEL.mp4,FEEL,C_02_001
P33,44272136216354463-PLEASE.mp4,PLEASE,B_02_007
P33,32552115561898876-WHERE.mp4,WHERE,B_02_035
P33,07214322840682375-FINE.mp4,FINE1,C_01_043
P33,7455948118093856-MORE.mp4,MORE,B_03_032
P33,5691690490392591-HARD.mp4,HARD,C_01_036
P33,043686703964957996-TIME.mp4,TIME,B_02_080
P33,0867127865649342-YEAR.mp4,YEAR,B_02_015
P33,8836626245935439-WHICH.mp4,WHICH,B_01_088
P33,05073186101305538-WHO.mp4,WHO,C_01_041
P33,35346895720914806-MAYBE.mp4,MAYBE,B_03_022
P33,68008701658875-NAME.mp4,NAME,D_01_021
P33,28913897920899023-WHY.mp4,WHY,D_01_067
P33,8841964348021558-HELLO.mp4,HELLO,D_02_055
P33,39425766670939555-THANK YOU.mp4,THANKYOU,H_02_053
P33,7657802804409537-NEED.mp4,NEED,C_02_034
P33,5295273734383446-NOW.mp4,NOW,C_03_062
P33,22047412457689952-TELL.mp4,TELL,C_02_013
P33,3726273899955248-YESTERDAY.mp4,YESTERDAY,D_01_024
P33,7932042062420475-NO.mp4,NO,C_03_041
P33,3260646406447423-GIRL.mp4,GIRL,C_03_073
P33,5790222875056432-EASY.mp4,EASY,D_01_070
P33,2814564048387007-SCHOOL.mp4,SCHOOL,C_03_089
P33,7028648491429732-MEET.mp4,MEET,D_02_018
P33,18156591507416464-FRIEND.mp4,FRIEND,D_03_010
P33,11932520912401978-CAR.mp4,CAR,D_02_043
P33,9441476516547895-TODAY.mp4,TODAY,E_02_006
P29,09379253312644442-HEAR 2.mp4,HEAR2,J_02_006
P29,7339038671699913-FAST.mp4,FAST,C_03_016
P29,787967286498557-STOP.mp4,STOP,D_01_010
P29,1900191486784637-THINK.mp4,THINK,C_03_053
P29,9278234566473478-SMALL.mp4,SMALL,D_01_030
P33,6579883539463085-STUDY.mp4,STUDY,G_01_090
P29,23051551564122996-WHAT 2.mp4,WHAT1,D_02_094
P29,7886062877616418-FEW.mp4,FEW,C_02_067
P29,16453891474644244-COUNTRY.mp4,COUNTRY,C_03_058
P29,7764581525163443-COME.mp4,COME,C_03_074
P29,6080391494064927-WRITE.mp4,WRITE,D_01_051
P29,20662391105375688-BUY.mp4,BUY,D_03_074
P29,38373757373863393-HATE.mp4,HATE,F_02_078
P29,7370287966523523-HOT.mp4,HOT,F_02_093
P29,9179668481329466-OK.mp4,OK,F_03_080
P29,8285963105812504-TAKE.mp4,TAKE,G_01_093
P29,6091965583018604-TOMORROW.mp4,TOMORROW,F_02_040
P29,15689453699180178-YES.mp4,YES,G_03_074
P29,35726626492897995-ALWAYS.mp4,ALWAYS,J_03_076
P29,5261616740036297-WOMAN 2.mp4,WOMAN2,K_01_101
P29,20468755034347463-DRINK 2.mp4,DRINK2,K_03_092
P33,5382422488246439-STUDENT.mp4,STUDENT,A_02_012
P29,5407375828723797-HAPPY.mp4,HAPPY,C_03_078
P29,7468673870660452-EAT.mp4,EAT1,B_02_002
P29,9912276588256546-COLD.mp4,COLD,C_02_068
P29,6252762428426335-YOUR.mp4,YOUR,F_01_052
P29,09035665410984017-DIFFERENT.mp4,DIFFERENT,E_03_095
P29,3600152497757194-WELCOME 2.mp4,WELCOME1,
P29,20013893804599103-HE.mp4,HE,F_02_044
P29,9958901974689718-MONEY 2.mp4,MONEY2,K_01_104
P29,3299931458826266-REMEMBER.mp4,REMEMBER2,C_02_014
P29,42464010618997516-SEE.mp4,SEE,C_02_030
P29,913976668528282-NEVER.mp4,NEVER,C_02_079
P29,1823075331771542-GIVE.mp4,GIVE,F_01_023
P33,20473125375281365-MONTH.mp4,MONTH,A_01_073
P33,3011563935397368-COMPUTER.mp4,COMPUTER,A_01_054
P33,3345625192896067-TEACHER.mp4,TEACHER,A_02_033
P33,39269779031539565-WANT 2.mp4,WANT1,E_01_025
P33,2396504546103233-BROTHER.mp4,BROTHER,B_01_065
P33,9729998715398667-BYE.mp4,BYE,E_01_058
P33,1133797541145194-BUSY.mp4,BUSY,E_02_040
P33,4726973530309644-LIKE.mp4,LIKE,F_03_063
P33,9450633955249712-THEY.mp4,THEY1,F_02_103
P33,8272522266998446-EVERYTHING.mp4,EVERYTHING,F_03_084
P11,4231674206599154-CITY 2.mp4,CITY2,K_02_076
P11,41579421019094553-GO.mp4,GO,C_03_056
P11,5332603758730681-ALL.mp4,ALL,C_03_088
P11,2861187051971712-HOW.mp4,HOW1,D_02_082
P11,3724397433823383-BABY 2.mp4,BABY2,K_01_042
P11,5593061852952874-HEAR 2.mp4,HEAR2,J_02_006
P11,25059762291024534-DOCTOR 2.mp4,DOCTOR2,K_03_015
P11,4106652011209193-FAST.mp4,FAST,C_03_016
P11,12188061798454708-STOP.mp4,STOP,D_01_010
P11,31962282125568064-THINK.mp4,THINK,C_03_053
P11,7388125968431167-SMALL.mp4,SMALL,D_01_030
P11,8017117058905951-WHAT 2.mp4,WHAT1,D_02_094
P11,8795288395549647-FEW.mp4,FEW,C_02_067
P11,8049985156752757-COUNTRY.mp4,COUNTRY,C_03_058
P11,42561609545136014-COME.mp4,COME,C_03_074
P11,4390289106690757-WRITE.mp4,WRITE,D_01_051
P11,7573530872875915-BUY.mp4,BUY,D_03_074
P11,7188465790170195-HATE.mp4,HATE,F_02_078
P11,11707369231650211-HOT.mp4,HOT,F_02_093
P11,5745729001649573-OK.mp4,OK,F_03_080
P11,978089590876015-TAKE.mp4,TAKE,G_01_093
P11,7814665342660105-TOMORROW.mp4,TOMORROW,F_02_040
P29,23588144021742652-BOY.mp4,BOY,B_02_090
P29,8057653934134985-SISTER.mp4,SISTER,D_03_050
P29,32682862970131943-BOOK.mp4,BOOK,A_01_027
P29,5932207271660643-THANK YOU.mp4,THANKYOU,H_02_053
P29,7788645907269662-TODAY.mp4,TODAY,E_02_006
P29,7876443840707597-CITY 2.mp4,CITY2,K_02_076
P29,1917265918954878-GO.mp4,GO,C_03_056
P29,5641697091947413-ALL.mp4,ALL,C_03_088
P29,21283972047425892-HOW.mp4,HOW1,D_02_082
P29,07511210680220981-BABY 2.mp4,BABY2,K_01_042
P51,008457351210910957-CITY 2.mp4,CITY2,K_02_076
P51,7819362494402429-GO.mp4,GO,C_03_056
P51,41609856180263693-ALL.mp4,ALL,C_03_088
P51,1334132333742275-HOW.mp4,HOW1,D_02_082
P51,5616201353000396-BABY 2.mp4,BABY2,K_01_042
P29,9092689562509508-YES.mp4,YES,G_03_074
P29,14269659178243166-ALWAYS.mp4,ALWAYS,J_03_076
P29,488734931388511-WOMAN 2.mp4,WOMAN2,K_01_101
P29,6370983911545496-DRINK 2.mp4,DRINK2,K_03_092
P29,6249242465723734-HAPPY.mp4,HAPPY,C_03_078
P29,8267242257825924-EAT.mp4,EAT1,B_02_002
P29,40997457816037786-COLD.mp4,COLD,C_02_068
P29,8082218522582074-YOUR.mp4,YOUR,F_01_052
P11,3008181888945094-NIGHT.mp4,NIGHT1,A_01_003
P11,5016352016219428-MOTHER.mp4,MOTHER,B_02_008
P11,07796785440279685-SLOW.mp4,SLOW,B_02_041
P11,6500641946617272-BROTHER.mp4,BROTHER,B_01_065
P11,013513764386919869-PEOPLE.mp4,PEOPLE,C_01_009
P11,0053290989889420715-FINISH.mp4,FINISH,B_03_025
P11,8360801452399957-FATHER.mp4,FATHER,B_01_077
P11,45437698823796135-FAMILY.mp4,FAMILY,C_01_025
P11,6284344362350516-SORRY.mp4,SORRY,C_01_020
P11,596424111873483-DAY.mp4,DAY,C_01_044
P11,30359172301114734-HUNGRY.mp4,HUNGRY,C_01_010
P11,7048041738822863-BORED.mp4,BORED1,B_01_017
P11,9875735466160431-GOOD.mp4,GOOD,B_01_052
P11,42853167798970104-LEARN.mp4,LEARN,B_01_042
P11,6147678260624159-MAN.mp4,MAN,C_01_040
P11,8554683389855848-FEEL.mp4,FEEL,C_02_001
P11,43778843855311433-PLEASE.mp4,PLEASE,B_02_007
P11,37418457822538387-WHERE.mp4,WHERE,B_02_035
P11,5494204143000812-FINE.mp4,FINE1,C_01_043
P11,05959007956304285-MORE.mp4,MORE,B_03_032
P11,2488344230284416-HARD.mp4,HARD,C_01_036
P11,7396831048598065-TIME.mp4,TIME,B_02_080
P11,7945948304503736-YEAR.mp4,YEAR,B_02_015
P11,09147527873659245-WHICH.mp4,WHICH,B_01_088
P11,0015092814988848513-WHO.mp4,WHO,C_01_041
P11,7636836654101908-MAYBE.mp4,MAYBE,B_03_022
P11,4290157295522645-NAME.mp4,NAME,D_01_021
P11,20564555475489255-WHY.mp4,WHY,D_01_067
P11,6448349493816601-HELLO.mp4,HELLO,D_02_055
P11,35815086162921017-WHEN.mp4,WHEN,C_03_086
P11,7421046995405918-LATER.mp4,LATER,D_01_077
P11,6298308396800849-YOU.mp4,YOU,D_02_065
P11,02604937104585603-BIG.mp4,BIG,F_02_054
P11,16750959153005218-NICE.mp4,NICE,G_03_059
P11,3468501303620588-WE.mp4,WE,G_03_019
P11,5754719885013022-NEED.mp4,NEED,C_02_034
P11,674030928817341-NOW.mp4,NOW,C_03_062
P11,33746486664369946-TELL.mp4,TELL,C_02_013
P11,22994787272783634-YESTERDAY.mp4,YESTERDAY,D_01_024
P11,6901051427765104-NO.mp4,NO,C_03_041
P11,7963128603516363-GIRL.mp4,GIRL,C_03_073
P11,3481069285509393-EASY.mp4,EASY,D_01_070
P11,5739505297385641-SCHOOL.mp4,SCHOOL,C_03_089
P11,30597814036926896-MEET.mp4,MEET,D_02_018
P11,11272869599260926-FRIEND.mp4,FRIEND,D_03_010
P11,22564312174500656-CAR.mp4,CAR,D_02_043
P11,6785992819227267-BYE.mp4,BYE,E_01_058
P11,2689844438046245-BUSY.mp4,BUSY,E_02_040
P11,05351672702445809-LIKE.mp4,LIKE,F_03_063
P11,5247185728423776-THEY.mp4,THEY1,F_02_103
P11,9509689207816061-EVERYTHING.mp4,EVERYTHING,F_03_084
P11,9994734277336612-STUDY.mp4,STUDY,G_01_090
P11,9971101658944022-MONEY 2.mp4,MONEY2,K_01_104
P11,9946779837927824-REMEMBER.mp4,REMEMBER2,C_02_014
P11,7610787111957336-SEE.mp4,SEE,C_02_030
P11,8868426617376806-NEVER.mp4,NEVER,C_02_079
P11,9174915733024191-GIVE.mp4,GIVE,F_01_023
P11,15498675309554577-YES.mp4,YES,G_03_074
P11,7825517213218041-ALWAYS.mp4,ALWAYS,J_03_076
P11,022488251670931714-WOMAN 2.mp4,WOMAN2,K_01_101
P11,27973404455034934-DRINK 2.mp4,DRINK2,K_03_092
P11,8680216857400416-BOY.mp4,BOY,B_02_090
P11,42910870583344485-SISTER.mp4,SISTER,D_03_050
P11,6970697622023043-HAPPY.mp4,HAPPY,C_03_078
P11,7327271470470507-EAT.mp4,EAT1,B_02_002
P11,9157460455592226-COLD.mp4,COLD,C_02_068
P11,8007476360665744-YOUR.mp4,YOUR,F_01_052
P11,23278500386568868-DIFFERENT.mp4,DIFFERENT,E_03_095
P11,6671093574374458-WELCOME 2.mp4,WELCOME1,
P11,5477484945014501-HE.mp4,HE,F_02_044
P11,6097217918654785-STUDENT.mp4,STUDENT,A_02_012
P11,27108125943989636-MONTH.mp4,MONTH,A_01_073
P11,761410636092072-COMPUTER.mp4,COMPUTER,A_01_054
P11,35577698333107777-BOOK.mp4,BOOK,A_01_027
P11,9031167678491965-TEACHER.mp4,TEACHER,A_02_033
P11,1783184424273636-WANT 2.mp4,WANT1,E_01_025
P11,034197610787212396-THANK YOU.mp4,THANKYOU,H_02_053
P11,5013937943572526-TODAY.mp4,TODAY,E_02_006
P11,007817191326879414-HEAR 2.mp4,HEAR2,J_02_006
P11,16555523752468826-DOCTOR 2.mp4,DOCTOR2,K_03_015
P11,8232402604425779-FAST.mp4,FAST,C_03_016
P11,21963390619756917-STOP.mp4,STOP,D_01_010
P11,4958280251317906-THINK.mp4,THINK,C_03_053
P11,823557454867716-SMALL.mp4,SMALL,D_01_030
P11,5384324732130294-WHAT 2.mp4,WHAT1,D_02_094
P11,3092600247058199-FEW.mp4,FEW,C_02_067
P11,4857383003944977-COUNTRY.mp4,COUNTRY,C_03_058
P11,826349513489413-COME.mp4,COME,C_03_074
P11,41981255125221795-WRITE.mp4,WRITE,D_01_051
P11,8633626998344772-BUY.mp4,BUY,D_03_074
P11,277411898657703-HATE.mp4,HATE,F_02_078
P11,4455329487942934-HOT.mp4,HOT,F_02_093
P30,3767477626817557-HEAR 2.mp4,HEAR2,J_02_006
P30,17739038525544482-DOCTOR 2.mp4,DOCTOR2,K_03_015
P51,10278942340284503-MOTHER.mp4,MOTHER,B_02_008
P51,40650743753988783-SLOW.mp4,SLOW,B_02_041
P51,6960348427524927-BROTHER.mp4,BROTHER,B_01_065
P51,5492826506245938-PEOPLE.mp4,PEOPLE,C_01_009
P51,7204189741125551-FINISH.mp4,FINISH,B_03_025
P51,5795194739836211-FATHER.mp4,FATHER,B_01_077
P51,845411153644452-FAMILY.mp4,FAMILY,C_01_025
P51,09933901999031058-SORRY.mp4,SORRY,C_01_020
P51,1526741914242873-DAY.mp4,DAY,C_01_044
P51,3622473804574782-HUNGRY.mp4,HUNGRY,C_01_010
P51,6074653310860545-BORED.mp4,BORED1,B_01_017
P51,5586839450092025-GOOD.mp4,GOOD,B_01_052
P51,16584929726965836-LEARN.mp4,LEARN,B_01_042
P51,8606245351023674-MAN.mp4,MAN,C_01_040
P51,4195498717382553-FEEL.mp4,FEEL,C_02_001
P51,7219560821026212-WHEN.mp4,WHEN,C_03_086
P51,13635874572819362-LATER.mp4,LATER,D_01_077
P51,17987836792170242-YOU.mp4,YOU,D_02_065
P51,4804674718153057-BIG.mp4,BIG,F_02_054
P51,8462169466967213-NICE.mp4,NICE,G_03_059
P51,9375717470846778-WE.mp4,WE,G_03_019
P51,6613716577421236-NEED.mp4,NEED,C_02_034
P51,8822549298208633-NOW.mp4,NOW,C_03_062
P51,9662843888411099-TELL.mp4,TELL,C_02_013
P51,04762206287810322-YESTERDAY.mp4,YESTERDAY,D_01_024
P51,9979731168048327-NO.mp4,NO,C_03_041
P51,8216608296506718-GIRL.mp4,GIRL,C_03_073
P51,09887530039630343-EASY.mp4,EASY,D_01_070
P51,24588896302009067-SCHOOL.mp4,SCHOOL,C_03_089
P51,17842874277547338-MEET.mp4,MEET,D_02_018
P51,11392442549712078-FRIEND.mp4,FRIEND,D_03_010
P51,58848628569082-CAR.mp4,CAR,D_02_043
P51,9562543654398907-STUDY.mp4,STUDY,G_01_090
P51,5889788123407595-OK.mp4,OK,F_03_080
P51,011504158671063802-TAKE.mp4,TAKE,G_01_093
P27,9076139907774032-TOMORROW.mp4,TOMORROW,F_02_040
P27,6617030061900606-ALWAYS.mp4,ALWAYS,J_03_076
P27,5148458874034276-WOMAN 2.mp4,WOMAN2,K_01_101
P27,6275909006677276-DRINK 2.mp4,DRINK2,K_03_092
P27,775115376734139-BOY.mp4,BOY,B_02_090
P27,43948877742808024-SISTER.mp4,SISTER,D_03_050
P28,52182646297618-TOMORROW.mp4,TOMORROW,F_02_040
P28,470893402841307-ALWAYS.mp4,ALWAYS,J_03_076
P28,06007283346694203-WOMAN 2.mp4,WOMAN2,K_01_101
P28,5545319318865305-DRINK 2.mp4,DRINK2,K_03_092
P27,519798886156041-DIFFERENT.mp4,DIFFERENT,E_03_095
P27,5219312017252113-WELCOME 2.mp4,WELCOME1,
P27,053732365300724894-HE.mp4,HE,F_02_044
P27,8416382602074572-NIGHT.mp4,NIGHT1,A_01_003
P27,824059965479031-STUDENT.mp4,STUDENT,A_02_012
P51,6400788027798874-PLEASE.mp4,PLEASE,B_02_007
P51,09379414966671162-WHERE.mp4,WHERE,B_02_035
P51,9399917763577323-FINE.mp4,FINE1,C_01_043
P51,7267227999834953-MORE.mp4,MORE,B_03_032
P51,04474861287948073-HARD.mp4,HARD,C_01_036
P51,33232019825309056-TIME.mp4,TIME,B_02_080
P51,5140062329277526-YEAR.mp4,YEAR,B_02_015
P51,5226718196575102-WHICH.mp4,WHICH,B_01_088
P51,14452193915198386-WHO.mp4,WHO,C_01_041
P51,8056429568724497-MAYBE.mp4,MAYBE,B_03_022
P51,7680995774148371-NAME.mp4,NAME,D_01_021
P51,3866568461228612-WHY.mp4,WHY,D_01_067
P51,081380748015633-HELLO.mp4,HELLO,D_02_055
P51,47159683708396893-WANT 2.mp4,WANT1,E_01_025
P51,6912280773625425-THANK YOU.mp4,THANKYOU,H_02_053
P30,4865367417269335-BOOK.mp4,BOOK,A_01_027
P30,012877022575290109-MOTHER.mp4,MOTHER,B_02_008
P30,5383225299562702-SLOW.mp4,SLOW,B_02_041
P30,010035178979511006-BROTHER.mp4,BROTHER,B_01_065
P30,22982415747606044-PEOPLE.mp4,PEOPLE,C_01_009
P30,44957906361977806-FINISH.mp4,FINISH,B_03_025
P27,4590507834698916-MONTH.mp4,MONTH,A_01_073
P27,1721318474519251-COMPUTER.mp4,COMPUTER,A_01_054
P27,6080643843120164-FATHER.mp4,FATHER,B_01_077
P27,1654484908904772-FAMILY.mp4,FAMILY,C_01_025
P27,29761682879368934-SORRY.mp4,SORRY,C_01_020
P27,8036762359057699-DAY.mp4,DAY,C_01_044
P27,47262000245136493-HUNGRY.mp4,HUNGRY,C_01_010
P27,8614930353819172-BORED.mp4,BORED1,B_01_017
P27,8259197203871462-GOOD.mp4,GOOD,B_01_052
P27,6919715917732598-LEARN.mp4,LEARN,B_01_042
P27,5803263321986141-MAN.mp4,MAN,C_01_040
P27,2818424396791055-FEEL.mp4,FEEL,C_02_001
P27,21722735480722832-WHEN.mp4,WHEN,C_03_086
P27,7917571111180717-LATER.mp4,LATER,D_01_077
P27,011246893774733424-TAKE.mp4,TAKE,G_01_093
P27,05300176493024167-HAPPY.mp4,HAPPY,C_03_078
P27,30148795754394175-EAT.mp4,EAT1,B_02_002
P27,39992598966476045-COLD.mp4,COLD,C_02_068
P27,1178260244339504-YOUR.mp4,YOUR,F_01_052
P27,5250420040806927-BOOK.mp4,BOOK,A_01_027
P27,7405117602485298-TEACHER.mp4,TEACHER,A_02_033
P27,9960146118001314-PLEASE.mp4,PLEASE,B_02_007
P27,8969965061622676-WHERE.mp4,WHERE,B_02_035
P27,19866027442823042-FINE.mp4,FINE1,C_01_043
P27,013724247293201763-MORE.mp4,MORE,B_03_032
P27,5535612670971382-HARD.mp4,HARD,C_01_036
P27,13296834273169988-TIME.mp4,TIME,B_02_080
P27,8410349218008399-YEAR.mp4,YEAR,B_02_015
P27,3273120364218567-YOU.mp4,YOU,D_02_065
P27,46877398582210783-BIG.mp4,BIG,F_02_054
P27,32941176670637984-YES.mp4,YES,G_03_074
